objectid,filename,title,creator,date,description,subject,location,latitude,longitude,format original,format,type,identifier,language,source,rights,rightsstatement
nimitz103,https://tyvictoria.github.io/Nimitz-Images/nimitz103.jpg,Catherine Freeman Nimitz at San Pasqual's Battle Monument,,1931,"Photograph of Catherine Freeman Nimitz at San Pasqual's Battle Monument, California. Estimated to have been taken in 1931 due to Catherine Freeman Nimitz dress and appearance.","Nimitz, Catherine Freeman; San Pasqual's Battle Monument;",United States - California - San Diego County - San Diego,32.715,-117.1625,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259f,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz104,https://tyvictoria.github.io/Nimitz-Images/nimitz104.jpg,Catherine Freeman Nimitz at a Well,,1920,"United States. Navy; Nimitz, Chester W.; Osmena, Sergio; Presidents; Philippines; WW2","Nimitz, Catherine Freeman",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259g,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz105,https://tyvictoria.github.io/Nimitz-Images/nimitz105.jpg,Catherine Freeman Nimitz with Family Car,,1929,Photograph of Catherine Freeman Nimitz sits on bumper of family car. Estimated to have been taken in 1929 during the Nimitz Family Trip.,"Nimitz, Catherine Freeman; Automobiles; Flying Cloud; Reo Car Motor Company",United States - California - Alameda County - Berkeley,37.871667,-122.272778,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259j,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz106,https://tyvictoria.github.io/Nimitz-Images/nimitz106.jpg,Catherine Freeman Nimitz with Her Children,,1975,"Color photograph of Catherine Freeman Nimitz sitting with her children, Catherine Nimitz Lay, Chester Nimitz Jr. (Chet), Anna Nimitz (Nancy), and Mary Nimitz (Sister Aquinas). Estimated to have been taken in the 1970's, a few years prior to Mrs. Nimitz death in 79', exact date uncertain.","Nimitz, Catherine Freeman; Nimitz, Catherine; Nimitz, Kate; Nimitz, Chester, Jr.; Nimitz, Chet; Nimitz, Anna; Nimitz, Nancy; Nimitz, Mary; Sister Aquinas; Children",United States,,,Color Photograph,image/jpeg,Image;StillImage,2017.092.008b-161,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz107,https://tyvictoria.github.io/Nimitz-Images/nimitz107.jpg,Catherine Vance Freeman,,1911,"Portrait of Catherine Vance Freeman standing in a floor length, short-sleeved dress made of a mix of florals, lace and a satiny material.","Nimitz, Catherine Freeman; Portraits",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259c,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz108,https://tyvictoria.github.io/Nimitz-Images/nimitz108.jpg,Catherine Freeman Nimitz Sits at Desk,,1945,"Photograph of Catherine Nimitz sits at her desk at Navy Relief in the Oak Knoll Naval Hospital, Oakland, California. Estimated to have been taken in 1945.","Nimitz, Catherine Freeman; Portraits; Oak Knoll Naval Hospital; United States. Navy",United States - California - Alameda County - Oakland,37.804444,-122.270833,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259t,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz109,https://tyvictoria.github.io/Nimitz-Images/nimitz109.jpg,Fleet Admiral Chester W. Nimitz Stands in Front of a Map,,1945,"Photograph of Fleet Admiral Chester W. Nimitz stands in front of a map of the Pacific. Photograph taken sometime after December 1944, when Nimitz was promoted to Fleet Admiral. ","Nimitz, Chester W.; United States. Navy; Maps; Pacific Fleet",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.258a-a,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz110,https://tyvictoria.github.io/Nimitz-Images/nimitz110.jpg,Portrait of Rear Admiral Chester W. Nimitz,Official U.S. Navy Photograph,1941,Portrait of Rear Admiral Chester W. Nimitz. Estimated to have been taken soon after Nimitz promotion to Admiral in 1941.,"Nimitz, Chester W.; United States. Navy; Portraits",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.258a-ll,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz111,https://tyvictoria.github.io/Nimitz-Images/nimitz111.jpg,Catherine Freeman Nimitz Sits with Captain Robin Quigley,,1973,"Photograph of Catherine Freeman Nimitz sitting with Captain Robin Quigley, U.S.N. Estimated to have been taken in the 1970's before Robin Quigley's retirement in 1974. ","Nimitz, Catherine Freeman; Quigley, Robin; United States. Navy",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.259w,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz112,https://tyvictoria.github.io/Nimitz-Images/nimitz112.jpg,Captain Chester W. Nimitz and Baby,,1931,"Photograph of Captain Chester W. Nimitz leaning down to an unidentified baby, possibly Mary Nimitz, who has her hand placed on his face. If the baby is really Mary this photograph was most likely taken in 1931 on board the U.S.S. Rigel.","Nimitz, Chester W.; Nimitz, Mary; Babies; Children",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-130,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz113,https://tyvictoria.github.io/Nimitz-Images/nimitz113.jpg,Chester W. Nimitz with Baby in Carriage,,1915,"Photograph of Chester W. Nimitz stands with unidentified baby, probably Catherine Nimitz (Kate), in baby carriage on a sidewalk. Catherine Nimitz was born in 1914, placing this image around 1915.","Nimitz, Chester W.; Nimitz, Catherine; Nimitz, Kate; Babies; Children",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-141,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz114,https://tyvictoria.github.io/Nimitz-Images/nimitz114.jpg,Fleet Admiral Chester W. Nimitz Salutes from Parade Car,,1945-10-05,Photograph of Fleet Admiral Chester W. Nimitz saluting as his parade car travels down the parade route in Washington D.C..,"Nimitz, Chester W.; United States. Navy; Parades; Automobiles; Flags",United States - Washington D.C.,38.904722,-77.016389,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008e-c,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz115,https://tyvictoria.github.io/Nimitz-Images/nimitz115.jpg,Admiral Chester W. Nimitz Stands at Podium,Official U.S. Navy Photograph,1945,Photograph of Admiral Chester W. Nimitz stands at a wooden podium with a standing microphone in front of it. ??? He looks too old for this to be 1945,"Nimitz, Chester W.; United States. Navy; Speeches",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008e-d,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz116,https://tyvictoria.github.io/Nimitz-Images/nimitz116.jpg,Fleet Admiral Chester W. Nimitz in Parade Car With J. Edgar Hoover,,1945,"Photograph of Fleet Admiral Chester W. Nimitz sits in the back of a parade car decorated with red, white and blue next to J. Edgar Hoover.","Nimitz, Chester W.; Hoover, J. Edgar; Parades; Flags; Automobiles",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008e-f,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz117,https://tyvictoria.github.io/Nimitz-Images/nimitz117.jpg,U.S.S. Sicard in Panama Canal,,1921,Photograph of Destroyer U.S.S. Sicard as it sails through the Panama Canal. Estimated to have been taken in 1921 because of U.S.S. Sicard's was confirmed to have been in the Panama Canal in January of that year.,Ships; U.S.S. Sicard; Destroyers; Panama Canal,Panama,9.08,-79.68,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-182-184,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz118,https://tyvictoria.github.io/Nimitz-Images/nimitz118.jpg,Landscape View of Jiaozhou Bay,,1934,Photograph of landscape view of Jiaozhou Bay. Estimated to have been taken in 1934 during the U.S.S. Augusta's time in China.,Jiaozhou Bay,China - Shandong Province - Shinan District - Qingdao,36.0669,120.3827,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-227-229,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz119,https://tyvictoria.github.io/Nimitz-Images/nimitz119.jpg,"Catherine Nimitz, Nancy Nimitz, and Chester W. Nimitz Sat Together on Family Trip",,1929,"Photograph of Catherine Nimitz, Nancy Nimitz, and Chester W. Nimitz seated on bench or picnic table. Taken on family trip in 1929.","Nimitz, Anna; Nimitz, Nancy; Nimitz, Catherine Freeman; Nimitz, Chester W.; Children",United States - Oregon - Benton County - Corvallis,44.569722,-123.278333,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-245-247,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz120,https://tyvictoria.github.io/Nimitz-Images/nimitz120.jpg,The Nimitz' Car and Tent in a Field on Family Trip,,1929,"Photograph of the Nimitz' car parked in a field on, next to a tent and camp set up. Taken on family trip in 1929.","Nimitz, Chester W.; Automobiles; Flying Cloud; Reo Car Motor Company",United States - Oregon - Benton County - Corvallis,44.569722,-123.278333,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-248-252-,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz121,https://tyvictoria.github.io/Nimitz-Images/nimitz121.jpg,U.S.S. Brant in Panama Canal,,1946,Photograph of U.S.S. Brant in Panama Canal. Estimated to have been taken in 1946 when the U.S.S. Brant was confirmed to have been in the Panama Canal.,U.S.S. Brant; Ships; Panama Canal,Panama,9.08,-79.68,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-257-259,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz122,https://tyvictoria.github.io/Nimitz-Images/nimitz122.jpg,U.S.S. West Virginia,,1927,Photograph of U.S.S. West Virginia in the Panama Canal. The U.S.S. West Virginia was reported;y in the Panama Canal in 1927.,U.S.S. West Virginia; Ships; Panama Canal,Panama,9.08,-79.68,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-284-286,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz123,https://tyvictoria.github.io/Nimitz-Images/nimitz123.jpg,Captain Chester W. Nimitz Participates in Ceremony,,1933,Photograph of Captain Chester W. Nimitz participates in ceremony on board the U.S.S. Augusta.,"United States. Navy; Nimitz, Chester; Ships; U.S.S. Augusta",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-m,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz124,https://tyvictoria.github.io/Nimitz-Images/nimitz124.jpg,U.S.S. Augusta,,1933,"Photograph of the U.S.S. Augusta on the ocean, an American flag can be seen waving from aboard. Estimated to be taken around 1933.",United States. Navy; Ships; U.S.S. Augusta; Flags,United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-n,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz125,https://tyvictoria.github.io/Nimitz-Images/nimitz125.jpg,Captain Chester W. Nimitz Speaks to Crew Aboard U.S.S. Augusta,,1933,Photograph of Captain Chester W. Nimitz speaking to officers and crew aboard U.S.S. Augusta. Estimated to be taken around 1933 due to be taken aboard the U.S.S. Augusta.,"United States. Navy; Ships; U.S.S. Augusta; Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-o,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz126,https://tyvictoria.github.io/Nimitz-Images/nimitz126.jpg,Captain Chester W. Nimitz Departing U.S.S. Augusta on Row Boat,,1933,Photograph of Captain Chester W. Nimitz departing U.S.S. Augusta on a wooden rowboat with fourteen other men.,"United States. Navy; Ships; U.S.S. Augusta; Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-q,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz127,https://tyvictoria.github.io/Nimitz-Images/nimitz127.jpg,Captain Chester W. Nimitz Shakes Hands With Enlisted Man,,1933,Photograph of Captain Chester W. Nimitz shakes hands with unidentified enlisted man on board U.S.S. Augusta.  Estimated to be taken around 1933 due to be taken aboard the U.S.S. Augusta.,"United States. Navy; Ships; U.S.S. Augusta; Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-r,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz128,https://tyvictoria.github.io/Nimitz-Images/nimitz128.jpg,Enlisted U.S. Navy Men Lined Up for Captain Chester W. Nimitz,,1933,Photograph of enlisted U.S. Navy men lined up in two rows on board U.S.S. Augusta as Captain Chester W. Nimitz and several other unnamed officers stand in between the rows. ,"United States. Navy; Ships; U.S.S. Augusta; Nimitz, Chester W.; Flags",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-u,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz129,https://tyvictoria.github.io/Nimitz-Images/nimitz129.jpg,Enlisted U.S. Navy Men as U.S. Naval Officers Walk By,,1933,Photograph of Enlisted U.S. Navy men lined up on board U.S.S. Augusta with backs turned as U.S. Naval officers walk by. Estimated to be taken around 1933 due to be taken aboard the U.S.S. Augusta.,"United States. Navy; Ships; U.S.S. Augusta; Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-v,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz130,https://tyvictoria.github.io/Nimitz-Images/nimitz130.jpg,Unidentified U.S. Naval Officers and Enlisted Men On Board U.S.S. Augusta,,1933,Photograph of unidentified U.S. Naval officers and enlisted men on board U.S.S. Augusta. ,"United States. Navy; Ships; U.S.S. Augusta; Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-w,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz131,https://tyvictoria.github.io/Nimitz-Images/nimitz131.jpg,Captain Chester W. Nimitz Walking Between Two Rows of Enlisted U.S. Navy Men,,1933,Photograph of enlisted U.S. Navy men lined up in two rows on board the U.S.S. Augusta as Captain Chester W. Nimitz walks in between the rows. Estimated to be taken around 1933 due to be taken aboard the U.S.S. Augusta.,"United States. Navy; Ships; U.S.S. Augusta; Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-x,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz132,https://tyvictoria.github.io/Nimitz-Images/nimitz132.jpg,"Captain Chester W. Nimitz Walking Between Two Rows of Enlisted U.S. Navy Men, #2",,1933,Photograph of enlisted U.S. Navy men lined up in two rows on board the U.S.S. Augusta as Captain Chester W. Nimitz walks in between the rows. Estimated to be taken around 1933 due to be taken aboard the U.S.S. Augusta.,"United States. Navy; Ships; U.S.S. Augusta; Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-y,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz133,https://tyvictoria.github.io/Nimitz-Images/nimitz133.jpg,U.S.S. Mississippi,,1934,Photograph of the U.S.S. Mississippi possibly passing through the Panama Canal. The ship was reportedly in the canal during October of 1934.,United States. Navy; Ships; U.S.S. Mississippi; Panama Canal,Panama,9.08,-79.68,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-155,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz134,https://tyvictoria.github.io/Nimitz-Images/nimitz134.jpg,Nimitz Family & Others on Board a Ship,,1921,"Photograph of Lieutenant Commander Dr. Bacon, Mrs. Richards, Catherine Nimitz, Commander Chester W. Nimitz, Catherine Nimitz (Kate), Anna Nimitz (Nancy), Chester Nimitz Jr. (Chet) posing on board unidentified ship. Estimated to be taken around 1921/1923, as Chester W. Nimitz is still a commander, and Anna Nimitz appears to be no older than 3-4 years old.","Richards, Dicky; Nimitz, Chester W.; Nimitz, Catherine Freeman; Nimitz, Catherine; Nimitz, Kate; Nimitz, Nancy; Nimitz, Anna; Nimitz, Chester, Jr.; Children; Ships",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-127,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz135,https://tyvictoria.github.io/Nimitz-Images/nimitz135.jpg,Chester W. Nimitz Sits on Bench,,1926,"Photograph of Chester W. Nimitz sits on bench in front of mission, location unknown. Estimated to have been taken between 1920/1930, place in 1926 due to his clothing and appearance.","Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-140,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz136,https://tyvictoria.github.io/Nimitz-Images/nimitz136.jpg,Chester W. Nimitz Sits with Chester Nimitz Jr.,,1920,"Photograph of Chester W. Nimitz sits on beachside with Chester Nimitz Jr. Estimated to have been taken in 1920 due to the appearance of Chester, jr. and the location suggests it was taken after the Nimitz relocation to Hawaii in 1920.","Nimitz, Chester W.; Nimitz, Chester, Jr.; Beaches; Children",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-148,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz137,https://tyvictoria.github.io/Nimitz-Images/nimitz137.jpg,Elizabeth Freeman and Chester W. Nimitz Play Cribbage,,1912,"Photograph of Elizabeth Freeman, sister of Catherine Freeman, and Chester W. Nimitz play cribbage.","Nimitz, Chester W.; Freeman, Elizabeth",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-151,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz139,https://tyvictoria.github.io/Nimitz-Images/nimitz139.jpg,Captain Chester W. Nimitz and Toy Ship,,1927,Photograph of a young Captain Chester W. Nimitz in his dark Naval Uniform with six buttons on the front a dark tie and a brimmed hat with the Navy's emblem on the front.,"Nimitz, Chester W.; Portraits; Flags",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-154,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz140,https://tyvictoria.github.io/Nimitz-Images/nimitz140.jpg,"Chester W. Nimitz, a Chief Petty Officer, Catherine Nimitz, and James T. Lay on the U.S.S. Helena",,1957,"Photograph of Chester W. Nimitz, unidentified Naval Chief Petty Officer, Catherine Nimitz, and Captain James T. Lay on board the U.S.S. Helena. Estimated to be taken between 1957 and 1959 as that is when James T. Lay was captain of the U.S.S. Helena","Nimitz, Chester W.; Nimitz, Catherine; Lay, James T.; United States. Navy; Ships; U.S.S. Helena",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-rr,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz141,https://tyvictoria.github.io/Nimitz-Images/nimitz141.jpg,Mary Nimitz with a Stuffed Bunny,,1931,Photograph of baby Mary Nimitz sitting on a step in a light-colored dress with a stuffed bunny. Estimated to be taken in 1931 the year Mary was born.,"Nimtz, Mary; Babies",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008d-t,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz142,https://tyvictoria.github.io/Nimitz-Images/nimitz142.jpg,Captain Chester W. Nimitz and U.S.S. Augusta Officers and Crew,,1933,Photograph of Captain Chester W. Nimitz and U.S.S. Augusta officers and crew. Estimated to be taken around 1933 due to be taken aboard the U.S.S. Augusta.,"Nimitz, Chester W.; Ships; U.S.S. Augusta",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008e-m,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz143,https://tyvictoria.github.io/Nimitz-Images/nimitz143.jpg,Captain Chester W. Nimitz in Navy Uniform,,1933,"Photograph of Captain Chester W. Nimitz taken from the chest up with him in his white Navy uniform aboard an unknown ship, Possibly the U.S.S. Augusta. Estimated to be taken around 1933.","Nimitz, Chester W.; Ships; U.S.S. Augusta; Portraits",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008e-n,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz144,https://tyvictoria.github.io/Nimitz-Images/nimitz144.jpg,U.S.S. Augusta in Manila Bay,,1934-12,"Photograph of the U.S.S. Augusta from a distance in the Manila Bay in the Philippines, the sun is setting behind the ship. The U.S.S. Augusta was confirmed to be in Manila December, 1934 under the command of Chester W. Nimitz.",Ships; U.S.S. Augusta; Manila Bay,Philippines - National Capital Region - Manila,14.5958,120.9772,Black and White Photograph,image/jpeg,Image;StillImage,2017_092_008c_a,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz145,https://tyvictoria.github.io/Nimitz-Images/nimitz145.jpg,"Mary Manson Freeman, Catherine Freeman, and Chester W. Nimitz Seated on Porch",,1912,"Photograph of Mary Manson Freeman, Catherine Freeman's mother, Catherine Freeman, and Chester W. Nimitz seated on porch. ","Freeman, Mary Manson; Nimitz, Catherine Freeman; Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-165,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz146,https://tyvictoria.github.io/Nimitz-Images/nimitz146.jpg,Portrait of Catherine Vance Freeman,,1911,"Portrait of Catherine Vance Freeman, probably around age 16-19, placing the photo from 1908/1911.","Nimitz, Catherine Freeman; Portraits",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-185-187,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz147,https://tyvictoria.github.io/Nimitz-Images/nimitz147.jpg,Mr. and Mrs. Charles Nimitz,,1917,"Photograph of Mrs. Charles Nimitz and Mr. Charles Nimitz standing in their garden at the Nimitz Hotel in Fredericksburg, Texas. Taken around 1916 or 1917.","Nimitz Hotel; Nimitz, Charles",United States - Texas - Gillespie County - Fredericksburg,30.274167,-98.871944,Black and White Photograph,image/jpeg,Image;StillImage, 2017.092.008b-191-193,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz148,https://tyvictoria.github.io/Nimitz-Images/nimitz148.jpg,"Chester W. Nimitz and Children, #1",,1919,"Photograph of Chester W. Nimitz and three children, Catherine Nimitz (Kate), Madeline Peterson, and Chester Nimitz Jr. (Chet), stand outside a wooden fence. Estimated to have been taken between 1918/1920.","Nimitz, Chester W.; Nimitz, Chester, Jr.; Nimitz, Catherine; Nimitz; Kate; Peterson, Madeline; Children",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-254-256,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz149,https://tyvictoria.github.io/Nimitz-Images/nimitz149.jpg,Photograph of Captain Chester W. Nimitz and Officers of the U.S.S. Augusta.,,1933,Photograph of Captain Chester W. Nimitz and officers of the U.S.S. Augusta. Estimated to be taken around 1933 due to be taken aboard the U.S.S. Augusta.,"United States. Navy; Ships; U.S.S. Augusta; Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-l,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz150,https://tyvictoria.github.io/Nimitz-Images/nimitz150.jpg,Unidentified U.S. Naval Officers Lined Up on Unknown Ship,,1933,Photograph of U.S. Naval officers standing in full white uniforms in two lines on the deck of an unknown ship. The ship may possibly be the U.S.S. Augusta.,United States. Navy; Ships; U.S.S. Augusta; Ceremonies,United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-s,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz151,https://tyvictoria.github.io/Nimitz-Images/nimitz151.jpg,Captain Chester W. Nimitz With Unknown Naval Officer,,1933,Photograph of Captain Chester W. Nimitz and an unknown Naval officer. The ship they are on is most likely the U.S.S. Augusta.,"United States. Navy; Ships; U.S.S. Augusta; Nimitz, Chester W.",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008c-t,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz152,https://tyvictoria.github.io/Nimitz-Images/nimitz152.jpg,Chester W. Nimitz Reads at Table with Children,,1929,"Photograph of Chester W. Nimitz reads while he and his children, Chester Nimitz Jr. (Chet), Anna Elizabeth Nimitz (Nancy), and Catherine Nimitz (Kate) sit at a set table. Estimated to be taken in 1929/1930, right before the birth of Chester W. Nimitz youngest daughter in 1931.","Nimitz, Anna; Nimitz, Nancy; Nimitz, Catherine; Nimitz, Kate; Nimitz, Chester, Jr.; Nimitz, Chester W.; Children",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2017.092.008b-156,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
nimitz153,https://tyvictoria.github.io/Nimitz-Images/nimitz153.jpg,Portrait of Ensign Chester W. Nimitz,,1907,Portrait of Ensign Chester W. Nimitz framed in an elongated octagon. ,"United States. Navy; Nimitz, Chester W.; Portraits",United States,,,Black and White Photograph,image/jpeg,Image;StillImage,2005.661.258a-l,eng,National Museum of the Pacific War,Commercial use is prohibited without permission from the National Museum of the Pacific War.,https://creativecommons.org/licenses/
